#Wavelength (nm)	Absorption Cross Section (cm^2*molecules^-1)
556.08	3.566004951049910073e-21
556.09	3.566297255670109985e-21
556.10	3.566427391169419759e-21
556.11	3.566468229122519705e-21
556.12	3.566506239938880193e-21
556.13	3.566621929774119627e-21
556.14	3.566873305999529844e-21
556.15	3.567286591849259939e-21
556.16	3.567856170323089727e-21
556.17	3.568552983868189685e-21
556.18	3.569338189137259932e-21
556.19	3.570177491747459786e-21
556.20	3.571051653776259711e-21
556.21	3.571960112949710189e-21
556.22	3.572916988415720016e-21
556.23	3.573941221490790078e-21
556.24	3.575044436446010058e-21
556.25	3.576220752602160299e-21
556.26	3.577442069275420230e-21
556.27	3.578660542785559927e-21
556.28	3.579817676142459882e-21
556.29	3.580857378636899838e-21
556.30	3.581739157107110194e-21
556.31	3.582447612684850205e-21
556.32	3.582995588087719963e-21
556.33	3.583420236330339685e-21
556.34	3.583773343197639633e-21
556.35	3.584108802956629807e-21
556.36	3.584470774990610240e-21
556.37	3.584885607005620119e-21
556.38	3.585359302256770159e-21
556.39	3.585880588561390033e-21
556.40	3.586428062634429910e-21
556.41	3.586978896852889657e-21
556.42	3.587516447199210092e-21
556.43	3.588034752255790076e-21
556.44	3.588539082635399741e-21
556.45	3.589042975262660038e-21
556.46	3.589563166075670031e-21
556.47	3.590114254472710181e-21
556.48	3.590704737073309878e-21
556.49	3.591335383149430172e-21
556.50	3.592000066285890354e-21
556.51	3.592688416923140289e-21
556.52	3.593389239331639828e-21
556.53	3.594093621526400268e-21
556.54	3.594796984626840324e-21
556.55	3.595499793220840298e-21
556.56	3.596207080316200367e-21
556.57	3.596927183670120309e-21
556.58	3.597670101959749675e-21
556.59	3.598445722949359665e-21
556.60	3.599261981424399762e-21
556.61	3.600122904197340042e-21
556.62	3.601026565698430155e-21
556.63	3.601963190537019887e-21
556.64	3.602913893591639782e-21
556.65	3.603850697845380080e-21
556.66	3.604738393190799911e-21
556.67	3.605538454766040070e-21
556.68	3.606214694446180277e-21
556.69	3.606739734819430080e-21
556.70	3.607100972778120123e-21
556.71	3.607304609380490330e-21
556.72	3.607376636557060189e-21
556.73	3.607360331832380356e-21
556.74	3.607310643152880344e-21
556.75	3.607286606255210179e-21
556.76	3.607343399661829953e-21
556.77	3.607525669488130093e-21
556.78	3.607863345399250181e-21
556.79	3.608370454084139836e-21
556.80	3.609046642467059990e-21
556.81	3.609880490438400301e-21
556.82	3.610853399797510172e-21
556.83	3.611942950850169723e-21
556.84	3.613125046189100012e-21
556.85	3.614374737132720334e-21
556.86	3.615666141173380308e-21
556.87	3.616972137330320189e-21
556.88	3.618264496850939980e-21
556.89	3.619514813834850334e-21
556.90	3.620696183900400092e-21
556.91	3.621785216968730255e-21
556.92	3.622763809275660179e-21
556.93	3.623620199257529923e-21
556.94	3.624349142475149893e-21
556.95	3.624951424281790039e-21
556.96	3.625433214069210094e-21
556.97	3.625805815577209885e-21
556.98	3.626086140046379652e-21
556.99	3.626297794077870216e-21
557.00	3.626472197297900282e-21
557.01	3.626648827554139627e-21
557.02	3.626873694928739646e-21
557.03	3.627195526491580293e-21
557.04	3.627659821128720077e-21
557.05	3.628301707837510147e-21
557.06	3.629139152605120293e-21
557.07	3.630168276664440323e-21
557.08	3.631362250505839767e-21
557.09	3.632674451195319703e-21
557.10	3.634045511724420155e-21
557.11	3.635412851412179856e-21
557.12	3.636720570355639628e-21
557.13	3.637927446815699968e-21
557.14	3.639011260209510032e-21
557.15	3.639968651052189755e-21
557.16	3.640810943089109931e-21
557.17	3.641557438043219790e-21
557.18	3.642228328865099754e-21
557.19	3.642839373696299974e-21
557.20	3.643399831257950327e-21
557.21	3.643914072145299652e-21
557.22	3.644386076844819629e-21
557.23	3.644825073333849658e-21
557.24	3.645250144901749756e-21
557.25	3.645691882917300108e-21
557.26	3.646190002835170193e-21
557.27	3.646787041646999743e-21
557.28	3.647519464498889881e-21
557.29	3.648408378606200175e-21
557.30	3.649452333161829725e-21
557.31	3.650624291127909962e-21
557.32	3.651873895933810221e-21
557.33	3.653134879808760308e-21
557.34	3.654336205967890036e-21
557.35	3.655414625067390368e-21
557.36	3.656325979650660083e-21
557.37	3.657052879503880105e-21
557.38	3.657607205249469673e-21
557.39	3.658027057629550225e-21
557.40	3.658368970332559935e-21
557.41	3.658697167594980212e-21
557.42	3.659072170356029985e-21
557.43	3.659541047552520246e-21
557.44	3.660131108543859698e-21
557.45	3.660847980979889994e-21
557.46	3.661678023543939727e-21
557.47	3.662594108451119966e-21
557.48	3.663563165876419959e-21
557.49	3.664553634639049778e-21
557.50	3.665541144730999720e-21
557.51	3.666511310574970304e-21
557.52	3.667459304680080093e-21
557.53	3.668386724972410043e-21
557.54	3.669296967545170133e-21
557.55	3.670190699637779645e-21
557.56	3.671062991392559700e-21
557.57	3.671903200282139630e-21
557.58	3.672697905515909720e-21
557.59	3.673436250355079663e-21
557.60	3.674116212290780007e-21
557.61	3.674749826556989971e-21
557.62	3.675365412555249673e-21
557.63	3.676005447614610295e-21
557.64	3.676719797560450320e-21
557.65	3.677555304718049869e-21
557.66	3.678543914739239668e-21
557.67	3.679692249347070174e-21
557.68	3.680975546888680196e-21
557.69	3.682338112208730126e-21
557.70	3.683700971610429884e-21
557.71	3.684975646501929960e-21
557.72	3.686081294786429986e-21
557.73	3.686961384116659751e-21
557.74	3.687595895759980174e-21
557.75	3.688005924349269826e-21
557.76	3.688249273537320136e-21
557.77	3.688407838049279982e-21
557.78	3.688569647720270242e-21
557.79	3.688809867604399637e-21
557.80	3.689175395435849720e-21
557.81	3.689676845106519953e-21
557.82	3.690289846555739991e-21
557.83	3.690965202175260254e-21
557.84	3.691645146946710317e-21
557.85	3.692281378244759838e-21
557.86	3.692850080023359992e-21
557.87	3.693359986678560078e-21
557.88	3.693851393201870090e-21
557.89	3.694386416683490375e-21
557.90	3.695033103429019990e-21
557.91	3.695847546348600337e-21
557.92	3.696858623899009881e-21
557.93	3.698059202528319931e-21
557.94	3.699405898335400008e-21
557.95	3.700827265825270206e-21
557.96	3.702238179039830175e-21
557.97	3.703556740130059876e-21
557.98	3.704719632367690056e-21
557.99	3.705692478155249923e-21
558.00	3.706473229845689738e-21
558.01	3.707088470243010054e-21
558.02	3.707584220238079845e-21
558.03	3.708014009726480330e-21
558.04	3.708427320546520338e-21
558.05	3.708861050916129773e-21
558.06	3.709335589533829836e-21
558.07	3.709855767661350167e-21
558.08	3.710415745606440366e-21
558.09	3.711006071894109806e-21
558.10	3.711620867992170046e-21
558.11	3.712263317332569871e-21
558.12	3.712948228840919800e-21
558.13	3.713701198889599810e-21
558.14	3.714554620982669807e-21
558.15	3.715541361672240140e-21
558.16	3.716687284387270339e-21
558.17	3.718003970343129636e-21
558.18	3.719482990664499781e-21
558.19	3.721092946379219979e-21
558.20	3.722780203713489894e-21
558.21	3.724473784148339735e-21
558.22	3.726094211834429886e-21
558.23	3.727565322358570105e-21
558.24	3.728827225558799883e-21
558.25	3.729847993193820076e-21
558.26	3.730631437321100184e-21
558.27	3.731218734494879631e-21
558.28	3.731682682017339719e-21
558.29	3.732114910887070030e-21
558.30	3.732608108478599752e-21
558.31	3.733236784168859753e-21
558.32	3.734040897659820225e-21
558.33	3.735016445120920213e-21
558.34	3.736115788114869951e-21
558.35	3.737258338621400017e-21
558.36	3.738349673419489636e-21
558.37	3.739304890681599914e-21
558.38	3.740070672072079827e-21
558.39	3.740640506980969725e-21
558.40	3.741058966160320326e-21
558.41	3.741413486487120042e-21
558.42	3.741815224114899745e-21
558.43	3.742373354167180140e-21
558.44	3.743168985742969736e-21
558.45	3.744235116297939862e-21
558.46	3.745547662057870055e-21
558.47	3.747029901020420319e-21
558.48	3.748569338225689736e-21
558.49	3.750042909580810323e-21
558.50	3.751344383637640169e-21
558.51	3.752407329452609765e-21
558.52	3.753218206974199678e-21
558.53	3.753816676387300063e-21
558.54	3.754283438546510102e-21
558.55	3.754718972632659967e-21
558.56	3.755218656417240347e-21
558.57	3.755850432366410083e-21
558.58	3.756640302741610101e-21
558.59	3.757568787081750122e-21
558.60	3.758578655170410366e-21
558.61	3.759591496418720070e-21
558.62	3.760528681767800374e-21
558.63	3.761331465616740362e-21
558.64	3.761975482286770322e-21
558.65	3.762476498043410134e-21
558.66	3.762886515717709997e-21
558.67	3.763281610694310218e-21
558.68	3.763744663112959844e-21
558.69	3.764347072282189807e-21
558.70	3.765133470080279926e-21
558.71	3.766112510561300292e-21
558.72	3.767255308368459777e-21
558.73	3.768501421132669883e-21
558.74	3.769770794832289901e-21
558.75	3.770979088339579891e-21
558.76	3.772053390815239654e-21
558.77	3.772945524976170224e-21
558.78	3.773640763154040001e-21
558.79	3.774160688912239896e-21
558.80	3.774559929948760218e-21
558.81	3.774917417976430296e-21
558.82	3.775323597375529683e-21
558.83	3.775865549420440243e-21
558.84	3.776612292508050183e-21
558.85	3.777602541456110247e-21
558.86	3.778836945116640355e-21
558.87	3.780276266789390148e-21
558.88	3.781846150066649723e-21
558.89	3.783448095267799815e-21
558.90	3.784975188305739751e-21
558.91	3.786330155935479948e-21
558.92	3.787442673789609831e-21
558.93	3.788282709743789868e-21
558.94	3.788867154544689702e-21
558.95	3.789258065666789690e-21
558.96	3.789552380581269796e-21
558.97	3.789864665384050287e-21
558.98	3.790305996853329635e-21
558.99	3.790963069092130364e-21
559.00	3.791881793064580161e-21
559.01	3.793058905236949857e-21
559.02	3.794443517506000206e-21
559.03	3.795948431109100154e-21
559.04	3.797468862338449630e-21
559.05	3.798904500205210136e-21
559.06	3.800179975947219963e-21
559.07	3.801259121450909841e-21
559.08	3.802149809367239714e-21
559.09	3.802898399505709841e-21
559.10	3.803575337245810373e-21
559.11	3.804255632616419856e-21
559.12	3.804999224275890091e-21
559.13	3.805836244697580058e-21
559.14	3.806760914630349727e-21
559.15	3.807735514580830021e-21
559.16	3.808703194093189715e-21
559.17	3.809606000458900040e-21
559.18	3.810403089094739637e-21
559.19	3.811084024347220174e-21
559.20	3.811673430193419920e-21
559.21	3.812225652561349774e-21
559.22	3.812810892610450331e-21
559.23	3.813496681122949809e-21
559.24	3.814329899921990371e-21
559.25	3.815324422598270134e-21
559.26	3.816457864085809932e-21
559.27	3.817678335138069882e-21
559.28	3.818919231252909835e-21
559.29	3.820117773775449954e-21
559.30	3.821231940790130135e-21
559.31	3.822250902108669925e-21
559.32	3.823195978356620296e-21
559.33	3.824111929600539933e-21
559.34	3.825051230607089775e-21
559.35	3.826056067920240321e-21
559.36	3.827143481349240116e-21
559.37	3.828298159826229817e-21
559.38	3.829475152420130279e-21
559.39	3.830611830160630172e-21
559.40	3.831645695899049639e-21
559.41	3.832532896226810282e-21
559.42	3.833262055215670332e-21
559.43	3.833859390840730006e-21
559.44	3.834383591964670031e-21
559.45	3.834911882249820350e-21
559.46	3.835521211097269675e-21
559.47	3.836269860549880229e-21
559.48	3.837184561703820367e-21
559.49	3.838256553559679961e-21
559.50	3.839447398338029883e-21
559.51	3.840702567831319706e-21
559.52	3.841968649585929631e-21
559.53	3.843209100402100073e-21
559.54	3.844414031512919952e-21
559.55	3.845601343995410256e-21
559.56	3.846809081327140189e-21
559.57	3.848081379270790069e-21
559.58	3.849452160016990086e-21
559.59	3.850931267613119992e-21
559.60	3.852496970131009750e-21
559.61	3.854096932468480053e-21
559.62	3.855657442556369927e-21
559.63	3.857098509847099749e-21
559.64	3.858351019955119920e-21
559.65	3.859371756373539852e-21
559.66	3.860152810595999964e-21
559.67	3.860723426485669903e-21
559.68	3.861144204969859686e-21
559.69	3.861495327757500341e-21
559.70	3.861861636096589662e-21
559.71	3.862317807228290017e-21
559.72	3.862916514168800298e-21
559.73	3.863681527061630267e-21
559.74	3.864606514260720189e-21
559.75	3.865659134414289692e-21
559.76	3.866789111874920185e-21
559.77	3.867938478427129947e-21
559.78	3.869052053339959658e-21
559.79	3.870086449135780289e-21
559.80	3.871016324678099969e-21
559.81	3.871837155813209877e-21
559.82	3.872564375286229774e-21
559.83	3.873229288407299797e-21
559.84	3.873872648125800171e-21
559.85	3.874537118099410264e-21
559.86	3.875260005756779829e-21
559.87	3.876067560323219831e-21
559.88	3.876971789842780360e-21
559.89	3.877970201226160328e-21
559.90	3.879048218145550329e-21
559.91	3.880183440026900297e-21
559.92	3.881350533758650154e-21
559.93	3.882525512835259761e-21
559.94	3.883688478304459927e-21
559.95	3.884824481919940003e-21
559.96	3.885922840664389920e-21
559.97	3.886975760267219641e-21
559.98	3.887977325018100363e-21
559.99	3.888923697083239705e-21
560.00	3.889814797605709939e-21
560.01	3.890657004236010363e-21
560.02	3.891465761779179767e-21
560.03	3.892266718248499627e-21
560.04	3.893094217588409695e-21
560.05	3.893986686211680368e-21
560.06	3.894979451869959904e-21
560.07	3.896096515601649665e-21
560.08	3.897343421061189948e-21
560.09	3.898703380140659641e-21
560.10	3.900138150034269824e-21
560.11	3.901593962789330185e-21
560.12	3.903011415304000115e-21
560.13	3.904337053332960290e-21
560.14	3.905533800610110177e-21
560.15	3.906587600167059665e-21
560.16	3.907508615753770266e-21
560.17	3.908326815179970120e-21
560.18	3.909083293192470322e-21
560.19	3.909819830733480267e-21
560.20	3.910569588221609686e-21
560.21	3.911351376532780007e-21
560.22	3.912168788039590319e-21
560.23	3.913013966696289922e-21
560.24	3.913874418224619806e-21
560.25	3.914740430185659833e-21
560.26	3.915610628954889763e-21
560.27	3.916493934241749659e-21
560.28	3.917407423736890023e-21
560.29	3.918370974140660065e-21
560.30	3.919400562760640086e-21
560.31	3.920502479991190205e-21
560.32	3.921670322690430332e-21
560.33	3.922885664080649892e-21
560.34	3.924122070113710101e-21
560.35	3.925351070095499785e-21
560.36	3.926548137635030054e-21
560.37	3.927696861229979880e-21
560.38	3.928790213439720099e-21
560.39	3.929828890814519691e-21
560.40	3.930817714132049846e-21
560.41	3.931761696332439821e-21
560.42	3.932663397307510121e-21
560.43	3.933522600332009765e-21
560.44	3.934338384764310018e-21
560.45	3.935112685661529865e-21
560.46	3.935853782835900091e-21
560.47	3.936578090784410068e-21
560.48	3.937309164396699710e-21
560.49	3.938073812660160198e-21
560.50	3.938896285643900228e-21
560.51	3.939792289185730320e-21
560.52	3.940764796857709997e-21
560.53	3.941803171275359817e-21
560.54	3.942886106852990340e-21
560.55	3.943987682778080118e-21
560.56	3.945084771707109842e-21
560.57	3.946163540006959905e-21
560.58	3.947222983846820068e-21
560.59	3.948274323719059809e-21
560.60	3.949336359424040120e-21
560.61	3.950428164789109959e-21
560.62	3.951561368349330289e-21
560.63	3.952734442291209790e-21
560.64	3.953930844805760294e-21
560.65	3.955121706625879628e-21
560.66	3.956272378599969987e-21
560.67	3.957350988527540299e-21
560.68	3.958336549533789959e-21
560.69	3.959224297652339924e-21
560.70	3.960026760331660137e-21
560.71	3.960770307845939941e-21
560.72	3.961488230969850291e-21
560.73	3.962212335996990227e-21
560.74	3.962965386417849682e-21
560.75	3.963756379116739639e-21
560.76	3.964579759212130059e-21
560.77	3.965418543023599983e-21
560.78	3.966250279380009748e-21
560.79	3.967054126361679772e-21
560.80	3.967817203213630252e-21
560.81	3.968538769342770220e-21
560.82	3.969231506252070163e-21
560.83	3.969919976158959695e-21
560.84	3.970636956760220076e-21
560.85	3.971418650500439891e-21
560.86	3.972299717209430200e-21
560.87	3.973308784263730367e-21
560.88	3.974464724311739726e-21
560.89	3.975773730959820096e-21
560.90	3.977227170720219644e-21
560.91	3.978800339182809988e-21
560.92	3.980452492043539647e-21
560.93	3.982128692371319626e-21
560.94	3.983763962890729992e-21
560.95	3.985289884626450191e-21
560.96	3.986643187707620078e-21
560.97	3.987775196384930149e-21
560.98	3.988660443676480126e-21
560.99	3.989302577084309818e-21
