#Wavelength (nm)	Absorption Cross Section (cm^2*molecules^-1)
380.23	5.374130793875279726e-24
380.24	5.385848854576359774e-24
380.25	5.432168268167469636e-24
380.26	5.419132920329680131e-24
380.27	5.490461037457940146e-24
380.28	5.711989878364070350e-24
380.29	5.856501970644780117e-24
380.30	5.856818887215859911e-24
380.31	5.897394808138620345e-24
380.32	6.038899229982909758e-24
380.33	6.183668271112090316e-24
380.34	6.271199626858270115e-24
380.35	6.362127532982119900e-24
380.36	6.503241555878710194e-24
380.37	6.571099667226120143e-24
380.38	6.493176726456490262e-24
380.39	6.373481294556020072e-24
380.40	6.371709799630189675e-24
380.41	6.465076079412060304e-24
380.42	6.521038995293279810e-24
380.43	6.475982956219789705e-24
380.44	6.405962413007320128e-24
380.45	6.394708464470719921e-24
380.46	6.367280836766549989e-24
380.47	6.239269840594370294e-24
380.48	6.092682682041680269e-24
380.49	5.991553772984869938e-24
380.50	5.878310724647749756e-24
380.51	5.774279396856259677e-24
380.52	5.696084553510149843e-24
380.53	5.688606120398670086e-24
380.54	5.685378756247469709e-24
380.55	5.664608168590879779e-24
380.56	5.744725803854260098e-24
380.57	5.921998630147039947e-24
380.58	6.047109415329679754e-24
380.59	6.045533644821650218e-24
380.60	6.058794322842730016e-24
380.61	6.124402326267100282e-24
380.62	6.198563401697279827e-24
380.63	6.197692919640170116e-24
380.64	6.190549243665950329e-24
380.65	6.171926997429279907e-24
380.66	6.103796033521919880e-24
380.67	5.991315391463799682e-24
380.68	5.864261931967000244e-24
380.69	5.768603946828580282e-24
380.70	5.673164277918659637e-24
380.71	5.532770971008670056e-24
380.72	5.392108817331799647e-24
380.73	5.280888223614469971e-24
380.74	5.284853488322560179e-24
380.75	5.295147178778170343e-24
380.76	5.203270026253670156e-24
380.77	5.166823543804860181e-24
380.78	5.275559159819680175e-24
380.79	5.361843859760529743e-24
380.80	5.461349949121379888e-24
380.81	5.535429834184490195e-24
380.82	5.509136537629280243e-24
380.83	5.422167952153260353e-24
380.84	5.346484487804440154e-24
380.85	5.368028437923000214e-24
380.86	5.425441897811150094e-24
380.87	5.478587401494719643e-24
380.88	5.476293623887330131e-24
380.89	5.454096475149109762e-24
380.90	5.407123352267849749e-24
380.91	5.402006234896449728e-24
380.92	5.462172296924370121e-24
380.93	5.502933990330619796e-24
380.94	5.681481250748129824e-24
380.95	5.841712133716440080e-24
380.96	5.809644975036350351e-24
380.97	5.732932638659340122e-24
380.98	5.699674536556080282e-24
380.99	5.504746076399330245e-24
381.00	5.179235836522929774e-24
381.01	4.982998994294409934e-24
381.02	4.811257170043319889e-24
381.03	4.692852555328050201e-24
381.04	4.489302385820069967e-24
381.05	4.364425589767429657e-24
381.06	4.366715272563070302e-24
381.07	4.470403680346459838e-24
381.08	4.665167536563450006e-24
381.09	4.861104034786240053e-24
381.10	5.031626740251569930e-24
381.11	5.316465970180649909e-24
381.12	5.542693944793499687e-24
381.13	5.492725683953150098e-24
381.14	5.420690895765580182e-24
381.15	5.415171855224679648e-24
381.16	5.360321907955500340e-24
381.17	5.187638600367699713e-24
381.18	5.076493621121230140e-24
381.19	4.936088100136120070e-24
381.20	4.709727933760340356e-24
381.21	4.588145025823210068e-24
381.22	4.616465990898980066e-24
381.23	4.766710041174680292e-24
381.24	4.977106541956630214e-24
381.25	5.142493446355060277e-24
381.26	5.193181216678569879e-24
381.27	5.186401643093339841e-24
381.28	5.215002428698550093e-24
381.29	5.256365548934060215e-24
381.30	5.259745881789140256e-24
381.31	5.271013193260510328e-24
381.32	5.288676741902830244e-24
381.33	5.307687599881540254e-24
381.34	5.365483199903720242e-24
381.35	5.417523813009130317e-24
381.36	5.354757241474249929e-24
381.37	5.242515484371300319e-24
381.38	5.212014222985700146e-24
381.39	5.365267706469889781e-24
381.40	5.502101827910890178e-24
381.41	5.585396377313930198e-24
381.42	5.536443088762489999e-24
381.43	5.415938469121020212e-24
381.44	5.272026943170890341e-24
381.45	5.140533471999640008e-24
381.46	5.055172567097609735e-24
381.47	5.034784970933990053e-24
381.48	4.940201097302099963e-24
381.49	4.724297037127769929e-24
381.50	4.492171915325110025e-24
381.51	4.397549639892170144e-24
381.52	4.226260270787670232e-24
381.53	4.027328860956110188e-24
381.54	3.991477933784579935e-24
381.55	4.071913675821329737e-24
381.56	4.191533653160780268e-24
381.57	4.432851755394789737e-24
381.58	4.559092625079049771e-24
381.59	4.570517021454110046e-24
381.60	4.594238790962949979e-24
381.61	4.609955596136529821e-24
381.62	4.516045944026290176e-24
381.63	4.452923115602850040e-24
381.64	4.421241126531129857e-24
381.65	4.283364110979360115e-24
381.66	4.037376202702260256e-24
381.67	3.765069321987970260e-24
381.68	3.541423771905229679e-24
381.69	3.347777361720369931e-24
381.70	3.211787020836190042e-24
381.71	3.256743820107710123e-24
381.72	3.406179394166690032e-24
381.73	3.576846783103750282e-24
381.74	3.812798861009999782e-24
381.75	4.093403595086359641e-24
381.76	4.332912597926790246e-24
381.77	4.586323714883829993e-24
381.78	4.827504657065049850e-24
381.79	4.997836898592660297e-24
381.80	5.190137474626780304e-24
381.81	5.293696974376190103e-24
381.82	5.206323456601469838e-24
381.83	5.025308902747910071e-24
381.84	4.829670883880970244e-24
381.85	4.676361718293790089e-24
381.86	4.612240044205759668e-24
381.87	4.607021700496629655e-24
381.88	4.649103922403560216e-24
381.89	4.747453943511189939e-24
381.90	4.771264502990500248e-24
381.91	4.746330986749959838e-24
381.92	4.778192030126619678e-24
381.93	4.841998987071130341e-24
381.94	4.867533943046189968e-24
381.95	4.809614660528060143e-24
381.96	4.699724820281220201e-24
381.97	4.530193340542010207e-24
381.98	4.370630135552770162e-24
381.99	4.173650716045459942e-24
382.00	4.085884689543300143e-24
382.01	4.068365864591939777e-24
382.02	4.042028809357319736e-24
382.03	3.998943115500600086e-24
382.04	3.969476614036630115e-24
382.05	3.913482993043519880e-24
382.06	3.860088605010179785e-24
382.07	3.826412834658609649e-24
382.08	3.755156085361780324e-24
382.09	3.778174238251989738e-24
382.10	3.853780407204809853e-24
382.11	3.913413277569760078e-24
382.12	3.968281317202410075e-24
382.13	3.916954633728499813e-24
382.14	3.866700977126589755e-24
382.15	3.898632743356229784e-24
382.16	4.077097786023860048e-24
382.17	4.221125138197449971e-24
382.18	4.235172911082540101e-24
382.19	4.103663537040579874e-24
382.20	3.978455171537719669e-24
382.21	3.939194170092050329e-24
382.22	3.874103166645440077e-24
382.23	3.816985353737299961e-24
382.24	3.739586918370920136e-24
382.25	3.729923405542629764e-24
382.26	3.758766212700029744e-24
382.27	3.853823538750060213e-24
382.28	3.946852303415479967e-24
382.29	4.069681522551280256e-24
382.30	4.119608139923639650e-24
382.31	4.124904014047729806e-24
382.32	4.164618934643620314e-24
382.33	4.268947296798369757e-24
382.34	4.293327735460689732e-24
382.35	4.196620782424969988e-24
382.36	4.199459552230090209e-24
382.37	4.230012426243430010e-24
382.38	4.161064198475759924e-24
382.39	4.056696539968459963e-24
382.40	3.976299649152570136e-24
382.41	3.829190866112249841e-24
382.42	3.855875807179720000e-24
382.43	3.956784186848669968e-24
382.44	4.008274441128889985e-24
382.45	4.057112049209809665e-24
382.46	4.216599966178369807e-24
382.47	4.351438588425180347e-24
382.48	4.410865347499230079e-24
382.49	4.345718660846300022e-24
382.50	4.359761683088589799e-24
382.51	4.495791005064349675e-24
382.52	4.689034926999760044e-24
382.53	4.906012247031839638e-24
382.54	4.966026404372540344e-24
382.55	4.906314930798849760e-24
382.56	4.918765724681999688e-24
382.57	4.921170941567369949e-24
382.58	4.864702215074180091e-24
382.59	4.894172048545809640e-24
382.60	4.956565829396970224e-24
382.61	4.917216225409350024e-24
382.62	4.829889045556250346e-24
382.63	4.765273226666770169e-24
382.64	4.653397102393599710e-24
382.65	4.562288260352309910e-24
382.66	4.507766524301680016e-24
382.67	4.648792982885689655e-24
382.68	4.866546971822019744e-24
382.69	5.028514714816450069e-24
382.70	5.086697136106819903e-24
382.71	5.275062340194550204e-24
382.72	5.465944137299160118e-24
382.73	5.634785679991640043e-24
382.74	5.677982755661620254e-24
382.75	5.741415217095769641e-24
382.76	5.832712975252370335e-24
382.77	5.912973603914430214e-24
382.78	5.865969071678919901e-24
382.79	5.763611253755250303e-24
382.80	5.594222036553600028e-24
382.81	5.481457555758849993e-24
382.82	5.454045653545769769e-24
382.83	5.439444433820690259e-24
382.84	5.483770751960740274e-24
382.85	5.374802936135009690e-24
382.86	5.278137651498309705e-24
382.87	5.302562291088920051e-24
382.88	5.409223292784119651e-24
382.89	5.341204020309099786e-24
382.90	5.322870415618730294e-24
382.91	5.290303656759830097e-24
382.92	5.376170975121139874e-24
382.93	5.557928250620130127e-24
382.94	5.666781849742580050e-24
382.95	5.682881576915670301e-24
382.96	5.777528117322419914e-24
382.97	5.860043385746529982e-24
382.98	6.017807179441059848e-24
382.99	6.271098870086940069e-24
383.00	6.474483692160669991e-24
383.01	6.589730780231759675e-24
383.02	6.644627850843919831e-24
383.03	6.764633970221890327e-24
383.04	6.868455191804430528e-24
383.05	6.871932865840740350e-24
383.06	6.784729082719210091e-24
383.07	6.757514226561749695e-24
383.08	6.729456632862640166e-24
383.09	6.758545708734280400e-24
383.10	6.871597863926829878e-24
383.11	6.876859425595830456e-24
383.12	7.000472626970869820e-24
383.13	7.237825803798990646e-24
383.14	7.346207708093929737e-24
383.15	7.322635128211979273e-24
383.16	7.232796024629799484e-24
383.17	7.136753267837219962e-24
383.18	7.088009249185479841e-24
383.19	7.078563462950750263e-24
383.20	7.047839737145449969e-24
383.21	6.981305195033650438e-24
383.22	6.865549662871470227e-24
383.23	6.715485110452630569e-24
383.24	6.602967021199820114e-24
383.25	6.738902712099979318e-24
383.26	6.912656750751590559e-24
383.27	7.045182170928809625e-24
383.28	7.258160160076930447e-24
383.29	7.451773408281940614e-24
383.30	7.463844156447389434e-24
383.31	7.308113940784559423e-24
383.32	7.096939329157719560e-24
383.33	6.956039071474429756e-24
383.34	6.897291617577439660e-24
383.35	6.793079383851280469e-24
383.36	6.586953282733580191e-24
383.37	6.496727064964800172e-24
383.38	6.492663664274539725e-24
383.39	6.591620970448610351e-24
383.40	6.752136974415360535e-24
383.41	7.005735764619079525e-24
383.42	7.429760172190380512e-24
383.43	7.843263711739259709e-24
383.44	8.134830604141390045e-24
383.45	8.232730160592039424e-24
383.46	8.166155616535100423e-24
383.47	7.994613598174929632e-24
383.48	7.842860186788800247e-24
383.49	7.710082879917220334e-24
383.50	7.527925521459449759e-24
383.51	7.251400452717890498e-24
383.52	6.927606914498560389e-24
383.53	6.568618110189729698e-24
383.54	6.328425165872860281e-24
383.55	6.228638531936889880e-24
383.56	6.282857594412009674e-24
383.57	6.236506236817840361e-24
383.58	6.267660414883909817e-24
383.59	6.461081258432239782e-24
383.60	6.609542831323710235e-24
383.61	6.604468182354330316e-24
383.62	6.534783282814259833e-24
383.63	6.691421210470700183e-24
383.64	6.815780773791759832e-24
383.65	6.979840908290070014e-24
383.66	7.056352929979419430e-24
383.67	7.040847713348939820e-24
383.68	6.967670213910730535e-24
383.69	6.770758780551589947e-24
383.70	6.624022740011839685e-24
383.71	6.704935999881119443e-24
383.72	6.834674175880739486e-24
383.73	6.921519636465870645e-24
383.74	6.874891514393769592e-24
383.75	6.981528963162679561e-24
383.76	7.074294203897269733e-24
383.77	7.018552874547459506e-24
383.78	6.928566748879900477e-24
383.79	6.901856973350339418e-24
383.80	6.986367440744580058e-24
383.81	7.015342449661219893e-24
383.82	6.964099160193210600e-24
383.83	6.867413995831869838e-24
383.84	6.687194108505739415e-24
383.85	6.459693251336219764e-24
383.86	6.259572043722140277e-24
383.87	6.241154846363649639e-24
383.88	6.307671623252079825e-24
383.89	6.399445793368260300e-24
383.90	6.602714132991379699e-24
383.91	6.756649445784929805e-24
383.92	6.744354944077679949e-24
383.93	6.628783807929640190e-24
383.94	6.312586510277339875e-24
383.95	6.037536734784960019e-24
383.96	5.851696298997409850e-24
383.97	5.787165688476789958e-24
383.98	5.818930912605720234e-24
383.99	5.869892915913610220e-24
384.00	5.299924939315339867e-24
384.01	5.224953138724709686e-24
384.02	5.297751167247759851e-24
384.03	5.417011593775039804e-24
384.04	5.518343868968939979e-24
384.05	5.551072488568460176e-24
384.06	5.643858290004419648e-24
384.07	5.746374858302139781e-24
384.08	5.762319866048830155e-24
384.09	5.656174378159240139e-24
384.10	5.653356032792289865e-24
384.11	5.577460216952650164e-24
384.12	5.471109148141459666e-24
384.13	5.350890685798480235e-24
384.14	5.409911307498900319e-24
384.15	5.564270702970279948e-24
384.16	5.649910257308310178e-24
384.17	5.647664186178659702e-24
384.18	5.625141075062409997e-24
384.19	5.603251197447330262e-24
384.20	5.600269925645120029e-24
384.21	5.651783669575629821e-24
384.22	5.684847584015930026e-24
384.23	5.687266250205259705e-24
384.24	5.714309607374539915e-24
384.25	5.794092987740979962e-24
384.26	5.797711778387849881e-24
384.27	5.887226577485830111e-24
384.28	5.784075232918880206e-24
384.29	5.639244656397370268e-24
384.30	5.608907929496120142e-24
384.31	5.550007990953880104e-24
384.32	5.419548350147120082e-24
384.33	5.335610026429829751e-24
384.34	5.148300542264440348e-24
384.35	4.921211154080669762e-24
384.36	4.769923176382290198e-24
384.37	4.707281198300060269e-24
384.38	4.664468390159980103e-24
384.39	4.642477481958970131e-24
384.40	4.693464665240730144e-24
384.41	4.784862953789020068e-24
384.42	4.887509728157089694e-24
384.43	5.013442216545290297e-24
384.44	5.113844689399820323e-24
384.45	5.112241230549160065e-24
384.46	5.099972948979200111e-24
384.47	5.000057213892779981e-24
384.48	4.987728014878439736e-24
384.49	5.133968409634679751e-24
384.50	5.169846710012260273e-24
384.51	5.090476811868090181e-24
384.52	5.020440064281549903e-24
384.53	5.028790244446749818e-24
384.54	5.046842894634549647e-24
384.55	5.041537396990779699e-24
384.56	5.035188297461959654e-24
384.57	5.002070561045310157e-24
384.58	5.027762204934720009e-24
384.59	5.096761572963780111e-24
384.60	5.196252593651299787e-24
384.61	5.201135133313310164e-24
384.62	5.097237814434300246e-24
384.63	4.970678999584320275e-24
384.64	4.830232043802070024e-24
384.65	4.680595888857979975e-24
384.66	4.615869527386790034e-24
384.67	4.643755534271259926e-24
384.68	4.773474991168200224e-24
384.69	4.951137575259749778e-24
384.70	5.028647804017759675e-24
384.71	5.055704426790269918e-24
384.72	5.255277801784260064e-24
384.73	5.384727704892109782e-24
384.74	5.455597731889330279e-24
384.75	5.480677555175049781e-24
384.76	5.593891780248189967e-24
384.77	5.707252180240199977e-24
384.78	5.804261669396900005e-24
384.79	5.810463433364229881e-24
384.80	5.557860033658369680e-24
384.81	5.364130566885780346e-24
384.82	5.325863345975980117e-24
384.83	5.368485233795069644e-24
384.84	5.424731906953969907e-24
384.85	5.511777146750739718e-24
384.86	5.644211711742130325e-24
384.87	5.841099695715569702e-24
384.88	6.021444297571959961e-24
384.89	6.090606789089640020e-24
384.90	6.167211443747459776e-24
384.91	6.271234913380989907e-24
384.92	6.253081810441129928e-24
384.93	6.194467829430030074e-24
384.94	6.189947462506510093e-24
384.95	6.173997874769330197e-24
384.96	6.029924011440360081e-24
384.97	5.927083531025820333e-24
384.98	5.804615172356250227e-24
384.99	5.615811980077770160e-24
385.00	5.631288087103639986e-24
385.01	5.755366603961270280e-24
385.02	5.864650860093170235e-24
385.03	5.925145925078159842e-24
385.04	5.902431593515570147e-24
385.05	5.813442287419490149e-24
385.06	5.681875415288539770e-24
385.07	5.560349922338800055e-24
385.08	5.463252122638860118e-24
385.09	5.455728708252440229e-24
385.10	5.482853550004929660e-24
385.11	5.489316685716780211e-24
385.12	5.508467555404879851e-24
385.13	5.444704291633090078e-24
385.14	5.316373517493559721e-24
385.15	5.240794582069069633e-24
385.16	5.134556206468940111e-24
385.17	4.994073327142980085e-24
385.18	4.940271369283590282e-24
385.19	4.938499188085189804e-24
385.20	4.915426274799969738e-24
385.21	4.911164051729309636e-24
385.22	4.851906289454300218e-24
385.23	4.694798018036279691e-24
385.24	4.592002623181980168e-24
385.25	4.648560022861540305e-24
385.26	4.911512376998060012e-24
385.27	5.319934506230700301e-24
385.28	5.580188469686799917e-24
385.29	5.731316927748830349e-24
385.30	5.816412254343040173e-24
385.31	5.873145086567099802e-24
385.32	5.862468303401900199e-24
385.33	5.956106589797299690e-24
385.34	6.067144882696239729e-24
385.35	6.125779824077959983e-24
385.36	6.194470112128879646e-24
385.37	6.166925237782379964e-24
385.38	6.001300269763469761e-24
385.39	5.850487674599820052e-24
385.40	5.666494449732529802e-24
385.41	5.520165898328599841e-24
385.42	5.372261021030240339e-24
385.43	5.246174115708110102e-24
385.44	5.126683754010290063e-24
385.45	5.079798226763310081e-24
385.46	4.973517968546369676e-24
385.47	4.832450501272609908e-24
385.48	4.711024255604309836e-24
385.49	4.581758298710269642e-24
385.50	4.506364359814730249e-24
385.51	4.540582700595329981e-24
385.52	4.694471775291390288e-24
385.53	4.805678141958360123e-24
385.54	4.829457117121049797e-24
385.55	4.850263235431230158e-24
385.56	4.876581643920939747e-24
385.57	4.848392250168259794e-24
385.58	4.820882062369530136e-24
385.59	4.764998786701539917e-24
385.60	4.777285075178129928e-24
385.61	4.744270036237660175e-24
385.62	4.736376262110249706e-24
385.63	4.701352167584899796e-24
385.64	4.713726005857020122e-24
385.65	4.558553415235100141e-24
385.66	4.392997562339829931e-24
385.67	4.236235189344370328e-24
385.68	4.163108840737820340e-24
385.69	4.101003320096699644e-24
385.70	4.099381503281099783e-24
385.71	4.055284945904500273e-24
385.72	3.905662676532820293e-24
385.73	3.911292443342389794e-24
385.74	3.946250306282920363e-24
385.75	3.935644250114660163e-24
385.76	3.893859459631339822e-24
385.77	3.940378813797700113e-24
385.78	4.072103240991679828e-24
385.79	4.223204364203430136e-24
385.80	4.309678698262170222e-24
385.81	4.306344038491250052e-24
385.82	4.190967267123809891e-24
385.83	4.041605826423940347e-24
385.84	3.952037203181700225e-24
385.85	3.941811075872959913e-24
385.86	3.994239657932639732e-24
385.87	4.060615756483999716e-24
385.88	4.114043723995479960e-24
385.89	4.156162751214009756e-24
385.90	4.128961402938879824e-24
385.91	4.078014053408810064e-24
385.92	4.086153261912359994e-24
385.93	4.102618288017440250e-24
385.94	4.158961872825550100e-24
385.95	4.223374408060360119e-24
385.96	4.303922800039150279e-24
385.97	4.331622309866399764e-24
385.98	4.377332103396049911e-24
385.99	4.323163152049059661e-24
386.00	4.176951199550989899e-24
386.01	4.084998305534880221e-24
386.02	4.064044233710749642e-24
386.03	3.988581181261450308e-24
386.04	3.984049344223100202e-24
386.05	4.040288452911659872e-24
386.06	4.116284945844550072e-24
386.07	4.014540208523069658e-24
386.08	3.839475149430589816e-24
386.09	3.654271177356180181e-24
386.10	3.670708002742640099e-24
386.11	3.681660350182760056e-24
386.12	3.785323973174479915e-24
386.13	3.812268074246170157e-24
386.14	3.798660226923950233e-24
386.15	3.792305843784780294e-24
386.16	3.888340712162289888e-24
386.17	3.941538032847890126e-24
386.18	3.969049503459199672e-24
386.19	4.081258666156280238e-24
386.20	4.177257005737459671e-24
386.21	4.211083063701829861e-24
386.22	4.246196879448299770e-24
386.23	4.272463292913490174e-24
386.24	4.298921587954720105e-24
386.25	4.203407860725310178e-24
386.26	4.170757890318690176e-24
386.27	4.217376220166649846e-24
386.28	4.307718895206579643e-24
386.29	4.310931334629849789e-24
386.30	4.239731600659350194e-24
386.31	4.118911465758750201e-24
386.32	3.994956715947150198e-24
386.33	3.954843549241799995e-24
386.34	4.058622022924140067e-24
386.35	4.240484329704240028e-24
386.36	4.346528267147609660e-24
386.37	4.408925872147760169e-24
386.38	4.518292710394820177e-24
386.39	4.625049475586349639e-24
386.40	4.693972332954450194e-24
386.41	4.742085033485030034e-24
386.42	4.764854347369510352e-24
386.43	4.793249790473329737e-24
386.44	4.855439405005760260e-24
386.45	4.911140650245380114e-24
386.46	4.936194865322809691e-24
386.47	4.924623829239289754e-24
386.48	4.855396775268739915e-24
386.49	4.717420070827219735e-24
386.50	4.588902307622480090e-24
386.51	4.445429211837420051e-24
386.52	4.394998732197540235e-24
386.53	4.379816493307740279e-24
386.54	4.296717035192780209e-24
386.55	4.233713031813289954e-24
386.56	4.251067245251170062e-24
386.57	4.246534495022710190e-24
386.58	4.217071234248769880e-24
386.59	4.213673184749680187e-24
386.60	4.237369010449819766e-24
386.61	4.307227025948319964e-24
386.62	4.454928802910709641e-24
386.63	4.617380275029859773e-24
386.64	4.803273739853979716e-24
386.65	4.986077797311099643e-24
386.66	5.141252159616880164e-24
386.67	5.116065775769459783e-24
386.68	5.112455627201379780e-24
386.69	5.107350721699089673e-24
386.70	5.107698766409029836e-24
386.71	5.005482503141500241e-24
386.72	4.887616646352279935e-24
386.73	4.850060763534060101e-24
386.74	4.784289256675899871e-24
386.75	4.742870237992509934e-24
386.76	4.761645895234080087e-24
386.77	4.788487994728200150e-24
386.78	4.728149863082550037e-24
386.79	4.729749848851280003e-24
386.80	4.696565118203399751e-24
386.81	4.691073884724270063e-24
386.82	4.671236758709039736e-24
386.83	4.745945040514619752e-24
386.84	4.716769585243140297e-24
386.85	4.645560659312580290e-24
386.86	4.669320014548010256e-24
386.87	4.783975294106219990e-24
386.88	4.704595949027409741e-24
386.89	4.575311940975710158e-24
386.90	4.560461069109749990e-24
386.91	4.635705398527970131e-24
386.92	4.708423524660449710e-24
386.93	4.913239001691750090e-24
386.94	5.058246687447489765e-24
386.95	5.097338420570640111e-24
386.96	5.073689986825430265e-24
386.97	5.051539760322929825e-24
386.98	5.069623187295540056e-24
386.99	5.137343394046389898e-24
387.00	5.153303847624159645e-24
387.01	5.144523327764760197e-24
387.02	5.070488089950569873e-24
387.03	4.976338979230859635e-24
387.04	4.965957734708749980e-24
387.05	4.985407856705080182e-24
387.06	4.855233078132149990e-24
387.07	4.706201844094249818e-24
387.08	4.684778515322460237e-24
387.09	4.641996531604650053e-24
387.10	4.688829162122909936e-24
387.11	4.715145823911009981e-24
387.12	4.769897628836070238e-24
387.13	4.761485380177090106e-24
387.14	4.771860956664560022e-24
387.15	4.820086538681840361e-24
387.16	4.921204805405899899e-24
387.17	4.965560600863869772e-24
387.18	4.921176613240039807e-24
387.19	4.785428481803330053e-24
387.20	4.696289319563139749e-24
387.21	4.549881401924269748e-24
387.22	4.500268022642019840e-24
387.23	4.412056501074730141e-24
387.24	4.344273919950209971e-24
387.25	4.287901184805140245e-24
387.26	4.329702101503659903e-24
387.27	4.409162604069969839e-24
387.28	4.632605770247660027e-24
387.29	4.815463476719709639e-24
387.30	5.053694390018950332e-24
387.31	5.195883845056230347e-24
387.32	5.221707960884519634e-24
387.33	5.192359129868370144e-24
387.34	5.115511843146410306e-24
387.35	4.981821299320180310e-24
387.36	4.782615522418109698e-24
387.37	4.651698643987160205e-24
387.38	4.618792274637259750e-24
387.39	4.509440456840639913e-24
387.40	4.486750857724229851e-24
387.41	4.435947545682860285e-24
387.42	4.401042420380340119e-24
387.43	4.412663470541550142e-24
387.44	4.533537022583309916e-24
387.45	4.626109525796350116e-24
387.46	4.722000816376650190e-24
387.47	4.763259707608849980e-24
387.48	4.823734124710720264e-24
387.49	4.727762927123290233e-24
387.50	4.548364217851609730e-24
387.51	4.486124228703819745e-24
387.52	4.485632453087040194e-24
387.53	4.441328028229900076e-24
387.54	4.392365480899840202e-24
387.55	4.458944298593719779e-24
387.56	4.468258619592930280e-24
387.57	4.436188418239090310e-24
387.58	4.496014726255350112e-24
387.59	4.487403216068039733e-24
387.60	4.514892828518780153e-24
387.61	4.608614450620040179e-24
387.62	4.649626484621840144e-24
387.63	4.643829664837770036e-24
387.64	4.532857221056800033e-24
387.65	4.409146081603300103e-24
387.66	4.257246666458609690e-24
387.67	4.125455408663040108e-24
387.68	4.137484210065240051e-24
387.69	4.207143182836640208e-24
387.70	4.209114332841650142e-24
387.71	4.078623863229120155e-24
387.72	4.130858511371760327e-24
387.73	4.237531940269959790e-24
387.74	4.302819446389039656e-24
387.75	4.465085742098820065e-24
387.76	4.652864082809440237e-24
387.77	4.736600455791839957e-24
387.78	4.842254920085710360e-24
387.79	4.816139940596619789e-24
387.80	4.754573148856059764e-24
387.81	4.770021059316829644e-24
387.82	4.720110234428539807e-24
387.83	4.747269341484180279e-24
387.84	4.787162501027719791e-24
387.85	4.921479856361400176e-24
387.86	5.088356431893500165e-24
387.87	5.158595197846039765e-24
387.88	5.180877426437220092e-24
387.89	5.310445569275030159e-24
387.90	5.515147269210709697e-24
387.91	5.607393366810189831e-24
387.92	5.659409626122660276e-24
387.93	5.734039228551689697e-24
387.94	5.686949815536139698e-24
387.95	5.557448084420999795e-24
387.96	5.436540596818709836e-24
387.97	5.297576820563820350e-24
387.98	5.187665385324149918e-24
387.99	5.187688377713810143e-24
388.00	5.251858500119860024e-24
388.01	5.313081595863889987e-24
388.02	5.396258366118419759e-24
388.03	5.514472889053400319e-24
388.04	5.584865913105209711e-24
388.05	5.638730283595050138e-24
388.06	5.707688246942200073e-24
388.07	5.694942467338529921e-24
388.08	5.588495000969400074e-24
388.09	5.551076063412829890e-24
388.10	5.588155105456100166e-24
388.11	5.590472287035909883e-24
388.12	5.492755823156029755e-24
388.13	5.362156774380279904e-24
388.14	5.263221856023080112e-24
388.15	5.170915647845769911e-24
388.16	5.126670900123799917e-24
388.17	5.094785699542639939e-24
388.18	5.044317325639579727e-24
388.19	5.018491757453430343e-24
388.20	5.043514218657489924e-24
388.21	5.163228567788409777e-24
388.22	5.291505522563949977e-24
388.23	5.337167181936320074e-24
388.24	5.252471938233789681e-24
388.25	5.137581298387439869e-24
388.26	5.174160405815709875e-24
388.27	5.222880336497050094e-24
388.28	5.218768405780379737e-24
388.29	5.233635865278169977e-24
388.30	5.204295151182780274e-24
388.31	5.198487379982360061e-24
388.32	5.258860157736950309e-24
388.33	5.313861680723419822e-24
388.34	5.275210604941179647e-24
388.35	5.205464405996770365e-24
388.36	5.264501304784560178e-24
388.37	5.336501205631750337e-24
388.38	5.427414219658130148e-24
388.39	5.667494638825060202e-24
388.40	5.690009056146430029e-24
388.41	5.684136577340139760e-24
388.42	5.720614343103039952e-24
388.43	5.771926765606670118e-24
388.44	5.827639888677770259e-24
388.45	5.759064617378659963e-24
388.46	5.686286752253159852e-24
388.47	5.687960543289379876e-24
388.48	5.673467554194390015e-24
388.49	5.584745551980720366e-24
388.50	5.486886216771639699e-24
388.51	5.408888958807640250e-24
388.52	5.288863224973919683e-24
388.53	5.249673087540289652e-24
388.54	5.230124653464780299e-24
388.55	5.170621262266670027e-24
388.56	5.177420734757190162e-24
388.57	5.204845400144139925e-24
388.58	5.307571138415359705e-24
388.59	5.569057362980550009e-24
388.60	5.885983120408879781e-24
388.61	6.244669882063839635e-24
388.62	6.487320177339150081e-24
388.63	6.548755858258940289e-24
388.64	6.656469493152769523e-24
388.65	6.872985519831949728e-24
388.66	6.879877030792909552e-24
388.67	6.757109716989390687e-24
388.68	6.650144903003139373e-24
388.69	6.498739620343899835e-24
388.70	6.409227159308290274e-24
388.71	6.350856902003989983e-24
388.72	6.163933626990219754e-24
388.73	5.966525078574420051e-24
388.74	5.812014993773950343e-24
388.75	5.875261616583809678e-24
388.76	6.019814152800339656e-24
388.77	6.089489612683149713e-24
388.78	6.105126029294140283e-24
388.79	6.035198658250579670e-24
388.80	5.920405549324469874e-24
388.81	5.812771956885589762e-24
388.82	5.953742600824250286e-24
388.83	5.981931154839709689e-24
388.84	5.840046987234869970e-24
388.85	5.770113141225869811e-24
388.86	5.787347935169759679e-24
388.87	6.064280495293890247e-24
388.88	6.463792696031929954e-24
388.89	6.684146825260030057e-24
388.90	6.816294546938690539e-24
388.91	6.964273414782519886e-24
388.92	7.105637241273129496e-24
388.93	7.276911224059349460e-24
388.94	7.230162217241010417e-24
